restaurant_name,category,pricing_for_2,locality,dining_rating,dining_review_count,delivery_rating,delivery_rating_count,website,address,phone_no,latitude,longitude,known_for2,known_for22
Red Chilli,"Asian, North Indian, Continental, Chinese, Fast Food, Beverages",1400,"rajouri garden, new delhi",4.2,785,3.4,21,https://www.zomato.com/ncr/red-chilli-rajouri-garden-new-delhi,"J2/7, 3rd Floor, BK Dutta Market, Rajouri Garden, New Delhi",9.1114E+11,28.64766783,77.11971615,not specified,not specified
The Pizza Story,"Pizza, Continental",700,"sector 17, faridabad",4.2,391,3.7,4641,https://www.zomato.com/ncr/the-pizza-story-sector-17-faridabad,"SCF 130, Ground Floor, Sector 17, Faridabad",9.11295E+11,28.41031849,77.32732449,"triple delight, chicken meatballs, spicy paneer, stuffed garlic bread, cheese burst, cheese pizza","best quality at best price, good options, recommended place, amazing place, portions, young crowd"
Changezi Chicken,"North Indian, Afghan",500,"karol bagh, new delhi",4.2,1103,4.0,6246,https://www.zomato.com/ncr/changezi-chicken-karol-bagh-new-delhi,"Property 11172/3, 11136/1, 11137 To 11145, Shop 1, 3, 5, Shidipura, East Park Road, Karol Bagh, New Delhi",9.11136E+11,28.65489189,77.20010798,"butter tandoori chicken, changezi chicken, mughlai chicken, khameeri roti, firni, spicy chicken","nice crowd, pocket friendly, great recommendations, great ambiance, authentic taste, prompt service"
Chinese Kitchen,"Momos, Chinese, North Indian, Beverages",550,"karkardooma, new delhi",4.2,488,4.0,9851,https://www.zomato.com/ncr/chinese-kitchen-karkardooma-new-delhi,"Shop 11-A, Plot 5, Parmesh Tower 1, Community Centre, Karkardooma, New Delhi",9.18827E+11,28.64844372,77.30327345,"afghan chicken, paneer momos, drums of heaven, noodle, chilly potato, chicken lollipop","open seating, cute little place, good crowd, good packing, sitting area, great ambiance"
Pink Box,"Bakery, Desserts",400,"hauz khas, new delhi",4.2,458,4.2,3908,https://www.zomato.com/ncr/pink-box-hauz-khas-new-delhi,"B 1/30, Near Aurobindo Marg, Hauz Khas, New Delhi",9.11142E+11,28.55136592,77.20436297,not specified,not specified
The Rolling Joint,"Rolls, North Indian, Beverages",500,"connaught place, new delhi",4.2,1313,4.2,2202,https://www.zomato.com/ncr/the-rolling-joint-connaught-place-new-delhi,"M 61/1, Middle Lane, Near Odeon Cinema, Connaught Place, New Delhi",9.199E+11,28.63355105,77.22201794,"soya chaap tikka roll, pink mojito, masala lime soda, peri chicken roll, kokum drink, chicken khurchan","nice concept, excellent place, good crowd, wonderful place, friendly place, quick service"
Hishi Cafe,"Cafe, Continental, Fast Food, Beverages",850,"jangpura, new delhi",4.2,1317,4.1,6808,https://www.zomato.com/ncr/hishi-cafe-jangpura-new-delhi,"Shop 28, Block H, Jangpura, New Delhi",9.1115E+11,28.58138238,77.24279232,"pork ham sandwich, cheese chicken omelette, tomato basil bruschetta, classic veg burger, tuna sandwich, bubblegum shake","freshly prepared, sit and read, quiet, highly recommended, tasty stuff, delivery on time"
Ramesh Vaishno Dhaba,North Indian,500,"chander nagar, new delhi",4.2,643,4.1,306,https://www.zomato.com/ncr/ramesh-vaishno-dhaba-chander-nagar-new-delhi,"Shop 2, Shivpuri, Main Parparganj Road, Chander Nagar, New Delhi",9.19874E+11,28.651152,77.2783735,"veg korma, stuffed chaap, shahi paneer, paneer tikka","reasonable prices, good place, food quality, price, quantity, ambience"
Cafe Lungta,"Tibetan, Nepalese, Momos",1200,"sector 15, gurgaon",4.2,329,4.3,84,https://www.zomato.com/ncr/cafe-lungta-sector-15,"SCO 23, Ground Floor, Sector 15, Gurgaon",9.19734E+11,28.45812633,77.04445906,"chicken shyapta, pork shapta, nepali thali, tingmo, chicken momo, cocktail",not specified
Edesia - Crowne Plaza,"Continental, North Indian, Mughlai, Chinese, Fast Food",3000,"crowne plaza, okhla, new delhi",4.2,437,0.0,6,https://www.zomato.com/ncr/edesia-crowne-plaza-okhla-delhi,"Crowne Plaza, Community Centre, Okhla Phase 1, New Delhi",9.19583E+11,28.52856245,77.27195565,not specified,not specified
Mughlai Junction,"North Indian, Mughlai, Rolls",700,"connaught place, new delhi",4.2,555,4.2,5862,https://www.zomato.com/ncr/mughlai-junction-connaught-place-new-delhi,"N-33/10, Middle Circle, Connaught Place, New Delhi",9.11144E+11,28.63080251,77.22029597,"jahangiri chicken korma, tangdi chicken, chicken burrah, rara meat, authentic mughlai food, khameeri roti","good pricing, clean place, family place, waiter, courteous staff, polite staff"
Bikanervala Angan,"Mithai, Street Food, North Indian, Chinese, South Indian, Beverages, Desserts",500,"karol bagh, new delhi",4.2,1162,4.2,9368,https://www.zomato.com/ncr/bikanervala-angan-karol-bagh-new-delhi,"10181, 82, Arya Samaj Road, Karol Bagh, New Delhi",9.11129E+11,28.64824365,77.19317213,"deluxe veg thali, kaju barfi, south indian platter, ras malai, jalebi, tandoori platter","sweetshop+restaurant, very clean place, parking space available, affordable, breakfast menu, fancy crowd"
McDonald's,"Burger, Fast Food, Beverages, Desserts",500,"karkardooma, new delhi",4.2,822,4.2,6185,https://www.zomato.com/ncr/mcdonalds-karkardooma,"Shop 7 To 10, Plot 29 & 31, Aggarwal Fun City Mall, East CBD, Karkardooma, New Delhi",9.19873E+11,28.66101428,77.29760595,"veg pizza mcpuff, mcaloo tikki, choco brownie, peri fries, iced tea, burgers","not very crowded, cute little place, inexpensive, cozy ambiance, pocket friendly, great recommendations"
Amritsari Kulccha Corner,"North Indian, Street Food",300,"vikaspuri, new delhi",4.2,372,4.2,5035,https://www.zomato.com/ncr/amritsari-kulccha-corner-vikaspuri-new-delhi,"Site 4/56, C Block, Vikaspuri, New Delhi",9.19718E+11,28.63541025,77.07169186,"mixed kulcha, aloo pyaz kulcha, cheese kulcha, boondi raita, gulab jamun, thali","inexpensive, great recommendations, great ambiance, prompt service, polite staff, amazing taste"
Bakers Oven,"Bakery, Fast Food, Beverages, Pizza, Wraps",400,"sector 31, gurgaon",4.2,431,4.1,2612,https://www.zomato.com/ncr/bakers-oven-sector-31,"141, Sector 31-32 A, Near Sector 31, Gurgaon",9.19874E+11,28.45306483,77.05066871,"walnut chocolate pastry, veg pattice, veg grilled sandwich, fresh fruit cake, pastries, cakes","highly recommended, coffee date, pretty decor, food presentation, good taste, great place"
Giani's,"Ice Cream, Desserts, Beverages",300,"paschim vihar, new delhi",4.2,492,4.3,10100,https://www.zomato.com/ncr/gianis-paschim-vihar-new-delhi,"A-3, 1, DDA Market, Paschim Vihar, New Delhi",9.11145E+11,28.67040723,77.10876804,"caramel mocha sundae, brownie sunday, chocolate fudge, belgian chocolate, ice creams, icecream","best place, flavour, presentation, menu, ambience, food"
Champaran Meat House,North Indian,500,"gaur city 2, greater noida",4.2,494,3.8,4162,https://www.zomato.com/ncr/champaran-meat-house-gaur-city-2-greater-noida,"Shop 3-A, 1st Floor, Bhavishya India Tower, Sector 16 C, Opposite 10th Avenue, Gaur City 2, Greater Noida",9.19717E+11,28.618151,77.427399,"handi mutton, mutton curry, handi chicken, fish curry, chicken curry, meat","lip smacking food, inexpensive, economical, comfort food, mouth watering food, great recommendations"
Janta Eating House,North Indian,300,"shahdara, new delhi",4.2,1559,4.2,29500,https://www.zomato.com/ncr/janta-eating-house-shahdara-new-delhi,"1/2843, Loni Road, Ram Nagar, Shahdara, New Delhi",9.19999E+11,28.68209451,77.29238972,"shahi paneer makhani, paneer naan, panneer butter masala, jeera rice, rajma, butter roti","bang for the buck, elegantly decorated, low price, great recommendations, great ambiance, polite staff"
Delhicacy,"Street Food, South Indian, North Indian, Mithai",400,"dlf galleria, dlf phase 4, gurgaon",4.2,727,3.9,23800,https://www.zomato.com/ncr/delhicacy-dlf-phase-4,"SF 14, Floor 1, DLF Galleria, DLF Phase 4, Gurgaon",9.19954E+11,28.46762141,77.08231274,"golgappa shots, palak patta chat, sev puri, bedmi puri, jalebi, matar kulcha","professional behaviour, bang for the buck, cute little place, pocket friendly, authentic food, cozy place"
Punjab Chicken Corner,"North Indian, Chinese, Mughlai, Rolls",700,"gaur city 1, greater noida",4.2,444,3.7,9487,https://www.zomato.com/ncr/punjab-chicken-corner-gaur-city-1,"56, Lower Ground Floor, City Plaza, Gaur City 1, Greater Noida",9.17043E+11,28.615074,77.427749,"pindi chana masala, masala tikka, honey chilli potatoes, chicken rara, mutton curry, paneer butter masala","good food good quality, bang for the buck, office crowd, casual seating area, cute little place, good crowd"
The Salad Story,"Cafe, Healthy Food, Salad, Fast Food, Beverages",900,"chanakyapuri, new delhi",4.2,445,4.0,327,https://www.zomato.com/ncr/the-salad-story-chanakyapuri-new-delhi,"Pallavi Shopping Arcade, Opposite Taj Palace, Chanakyapuri, New Delhi",9.11127E+11,28.59513408,77.17193205,"blended cold coffee, berry smoothie, grilled chicken, mocha, salads, wraps","healthy options, fresh ingredients, healthy food, outdoor seating, view, courteous staff"
Rice - Radisson Blu Dwarka,"Chinese, Thai, Vietnamese, Japanese",4000,"radisson blu, sector 13, dwarka, new delhi",4.2,449,0.0,0,https://www.zomato.com/ncr/rice-radisson-blu-dwarka-sector-13-dwarka-new-delhi,"Radisson Blu, Plot 4, Sector 13, Dwarka, New Delhi",9.18861E+11,28.59634397,77.03611638,"kung pao chicken, buffet, dimsums, prawns, soup, ice cream","classy decor, wonderful service, chinese, server, excellent food, hospitality"
Cocopots,"Bakery, Cafe, Fast Food, Beverages",1000,"kamla nagar, new delhi",4.2,264,4.2,371,https://www.zomato.com/ncr/cocopots-kamla-nagar-new-delhi,"50 D, Ground Floor, Satyawati Marg, Kamla Nagar, New Delhi",9.11141E+11,28.68291427,77.20064744,not specified,not specified
Pizza Connection,"Pizza, Fast Food",400,"kalkaji, new delhi",4.2,409,4.2,2394,https://www.zomato.com/ncr/pizza-connection-2-kalkaji-new-delhi,"J 4/91, DDA Flats, Block L 1, Kalka Public School Road, Govindpuri, Kalkaji, New Delhi",9.19999E+11,28.52849087,77.25515999,"paneer peri peri, peri chicken, stuffed garlic bread, paneer pizza, white sauce pasta, pasta","pocket friendly, nice crowd, great ambiance, polite staff, prompt service, worth the money"
Wing Ding - Pub & Cafe,"Continental, Lebanese, Mediterranean, North Indian",1800,"gardens galleria, sector 38 noida, noida",4.2,613,0.0,0,https://www.zomato.com/ncr/wing-ding-pub-cafe-sector-38-noida,"Shop 205 - 206, 1st Floor, Gardens Galleria Mall, Plot A-2, Sector 38, Noida",9.17429E+11,28.56452113,77.32139949,"beers, chilli potatoes, nachos, prawns, starter, white sauce pasta","happy hour menu, balcony area, affordable food, outdoor sitting, good vibe, helpful staff"
Mehak Food,"North Indian, Street Food",250,"kalkaji, new delhi",4.2,758,4.0,8461,https://www.zomato.com/ncr/mehak-food-kalkaji-new-delhi,"A 105, Double Storey, Opposite HDFC Bank, Kalkaji, New Delhi",9.19871E+11,28.54358428,77.25080241,"bang for the buck, nice crowd, polite staff, prompt service, hygiene, good taste",not specified
The Brown Box,"Cafe, Bakery, Italian, Desserts",750,"panchsheel park, new delhi",4.2,276,4.1,80,https://www.zomato.com/ncr/the-brown-box-panchsheel-park-new-delhi,"Shop 2, S Block, DDA Shopping Complex, Panchsheel Park, New Delhi",9.1991E+11,28.54140949,77.21568123,"cappuccino, pastries, oreo shake, desserts, sandwiches, cold coffee","surrounding, calm, beautiful place, cafe, owner, decor"
New York Slice,"Pizza, Italian, Sandwich, Fast Food, Beverages",600,"golf course road, gurgaon",4.2,242,4.1,2554,https://www.zomato.com/ncr/new-york-slice-golf-course-road,"Shop 2, Ground Floor, La-Mart Shopping, Lalagune Housing Society, Golf Course Road, Gurgaon",9.11245E+11,28.43710615,77.10432496,"american veg pizza, veggie pasta, cheese dip, peri peri pizza, margherita pizza, pepperoni","excellent packing, delivery on time, great customer service, finest place, variety of pizza, best services"
Kings Kulfi,"Ice Cream, Desserts",150,"rajinder nagar, new delhi",4.2,222,4.4,836,https://www.zomato.com/ncr/kings-kulfi-rajinder-nagar-new-delhi,"3/72, Old Rajinder Nagar, Main Shankar Road, Rajinder Nagar, New Delhi",9.11145E+11,28.63714818,77.18264412,"jamun kulfi, ice cream sundae, chocolate fudge, ice creams","location, best place, packing, prices, quality, staff"
Cicchetti By Mr Beans,"European, Italian, Continental, Bar Food",2000,"dlf cyber city, gurgaon",4.2,394,3.9,19,https://www.zomato.com/ncr/cicchetti-by-mr-beans-dlf-cyber-city,"A-2B, 10, Upper Ground Floor, Near HDFC Bank, Cyber Hub, DLF Cyber City, Gurgaon",9.11244E+11,28.49479146,77.08759401,"spaghetti pomodoro, flatbreads, coffee frappe, croissant, tomato soup, hot chocolate","relaxed atmosphere, ample seating area, courteous staff, server, family crowd, good ambience"
Carl's Jr.,"Burger, Fast Food",450,"dlf mall of india, sector 18,  noida, noida",4.2,1161,4.0,1729,https://www.zomato.com/ncr/carls-jr-sector-18-noida,"F-457/C, 3rd Floor, DLF Mall Of India, Sector 18, Noida",9.11206E+11,28.56732382,77.32128315,"mango jalapeno burger, chicken tikka masala burger, onion burger, wasabi fries, chicken slider, lamb patty","free refills, unlimited refills, pocket friendly, low price, good crowd, combos"
KOOLCHAS - Mera Wala Kulcha,"North Indian, Fast Food, Beverages, Desserts",350,"sushant lok, gurgaon",4.2,441,3.9,2587,https://www.zomato.com/ncr/koolchas-mera-wala-kulcha-sushant-lok,"15, Ground Floor, Bestech Chambers, Block B, Sushant Lok, Gurgaon",9.11244E+11,28.46116058,77.07803227,"soda sikhanji, paneer jalfrezi, kokum drink, kulfi, kulcha, mutton seekh","cozy ambiance, pocket friendly, cute little place, great ambiance, prompt service, courteous staff"
Cafe Coffee Day,"Coffee, Cafe, Fast Food, Sandwich, Desserts, Beverages",550,"chanakyapuri, new delhi",4.2,678,4.1,0,https://www.zomato.com/ncr/cafe-coffee-day-chanakyapuri-new-delhi,"Pallavi AWWA Complex, Opposite Taj Palace Hotel, Chanakyapuri, New Delhi",18001025093,28.5951279,77.17192099,"coffee frappe, chocolate fantasy, coffees, veg sandwich, cappuccino, brownie","sit and read, best location, peaceful environment, surrounding, best outlets, peaceful place"
Bamboo Shoots,Asian,1600,"sector 18, noida",4.2,701,4.3,543,https://www.zomato.com/ncr/bamboo-shoots-sector-18-noida,"F 2/3, Sector 18, Noida",9.19319E+11,28.57185867,77.32453063,"lobster, fried prawns, kung pao chicken, sweet corn soup, soups, prawn","chinese, family restaurant, good value, authentic taste, decent place, prompt service"
Chicago Chimney,"Italian, Fast Food, Desserts",300,"sector 37, noida",4.2,442,3.5,166,https://www.zomato.com/ncr/chicago-chimney-sector-37-noida,"Shop 1, Godavari Complex, Arun Vihar, Sector 37, Noida",9.18448E+11,28.56534975,77.34052699,not specified,not specified
Kulcha Walas,North Indian,400,"sector 31, gurgaon",4.2,474,4.2,4630,https://www.zomato.com/ncr/kulcha-walas-sector-31,"136, Huda Market, Sector 31, Gurgaon",9.18131E+11,28.45315533,77.0508625,"aloo pyaz kulcha, onion kulcha, cholle bhature, chutney","great recommendations, breakfast, polite staff, tamper proof packaging, owner, contactless delivery"
Tokyo Table,"Japanese, Sushi",600,"worldmark 1, aerocity, new delhi",4.2,397,4.0,89,https://www.zomato.com/ncr/tokyo-table-aerocity-new-delhi,"Unit 2, Lower Ground Floor, Worldmark 1, Aerocity, New Delhi",9.1956E+11,28.55075865,77.12125774,"chicken curry rice, chicken gyoza, bread roll, cheese roll, noodle","chirpy crowd, drive through, pocket friendly, nice crowd, polite, nice staff"
The Biryani Smoke House,"Biryani, North Indian, Chinese",600,"indirapuram, ghaziabad",4.2,477,3.7,5411,https://www.zomato.com/ncr/the-biryani-smoke-house-indirapuram-ghaziabad,"211, Shakti Khand 4, Near Harsha City Mall, Indirapuram, Ghaziabad",9.19999E+11,28.64779347,77.37044167,"authentic hyderabadi biryani, non veg biryani, chicken dum biryani, shahi tukda, briyani, starters","authentic taste, polite staff, nice ambience, hospitality, good ambience, good taste"
Tasty Noodle Twist,"Chinese, Asian, Thai, Momos, Seafood, Healthy Food",700,"model town 2, new delhi",4.2,289,4.0,2471,https://www.zomato.com/ncr/tasty-noodle-twist-model-town-2-new-delhi,"F14/58, Model Town 2, New Delhi",9.19354E+11,28.70856169,77.19098713,"chocolate roll, paneer cheese, fried chicken wings, noodle, chilli potatoes, chilli garlic noodles","authentic, gastronomical experience, great value, chinese, hospitality, preparation"
Hashery,"Cafe, Mediterranean, Desserts, Beverages",650,"connaught place, new delhi",4.2,328,0.0,0,https://www.zomato.com/ncr/hashery-connaught-place-new-delhi,"B 12/1, B Block, Middle Circle, Connaught Place, New Delhi",9.1933E+11,28.63432675,77.21798424,"vegetable dimsums, hot chocolate, hot coffee, tea, white sauce pasta, shakes","cozy ambience, cozy place, staff behaviour, host, beautiful ambience, vibe"
World Art Dining - Cook House,"North Indian, Asian, European",2000,"punjabi bagh, new delhi",4.2,427,3.7,97,https://www.zomato.com/ncr/world-art-dining-cook-house-punjabi-bagh-new-delhi,"1, North West Avenue, Club Road, Punjabi Bagh, New Delhi",9.1956E+11,28.66584927,77.12779094,"mezze platter, dahi kebab, tiramisu, mocktail, honey chilli potatoes, paneer lababdar","buffet variety and quality, live kitchen, classy place, worth the price, luxury, prime location"
Bamboo Boat,"Asian, Thai, Chinese",1200,"dlf phase 4, gurgaon",4.2,578,4.0,8114,https://www.zomato.com/ncr/bamboo-boat-dlf-phase-4,"Near Supermart 2, DLF Phase 4, Gurgaon",9.19718E+11,28.46132653,77.08885599,not specified,not specified
Cravity,"Cafe, Bakery",1200,"hauz khas, new delhi",4.2,404,4.3,1079,https://www.zomato.com/cravity,"A-15A/1, Hauz Khas, New Delhi",9.11142E+11,28.55328312,77.20801748,"almond croissant, blueberry cheesecake, hot chocolate, cappuccino, ice tea, desserts","beautiful cafe, cozy, food menu, vibe, breakfast, friendly staff"
